transaction_id,transaction_date,transaction_time,transaction_qty,branch_id,product_id,isflagwolt
8228,2023-09-07,19:33:43,3,53,1,NO
3067,2023-02-11,10:53:26,1,75,8,YES
4175,2023-11-18,20:57:48,3,66,3,NO
1943,2023-08-23,00:39:13,3,33,2,NO
929,2023-12-14,13:56:21,2,42,4,NO
2589,2023-02-11,18:10:37,3,10,2,YES
1570,2023-09-11,08:29:56,2,40,4,NO
4696,2023-01-05,22:40:54,6,9,4,NO
4179,2023-10-31,18:20:32,3,66,7,NO
9099,2023-01-31,03:32:59,7,59,1,NO
5077,2023-11-04,12:44:13,1,49,6,NO
7980,2023-10-17,06:49:05,4,28,3,NO
1469,2023-03-04,14:19:16,4,43,3,NO
9142,2023-10-06,01:22:58,3,28,7,NO
6205,2023-09-12,15:22:38,4,52,1,NO
9353,2023-03-30,10:08:34,4,46,9,YES
1236,2023-08-06,09:13:00,7,26,5,NO
2719,2023-01-21,12:28:59,8,32,1,NO
1216,2023-01-23,08:24:48,2,16,1,NO
4816,2023-06-20,16:56:31,1,45,7,NO
1169,2023-03-21,16:36:39,4,3,9,NO
5137,2023-06-18,07:05:29,8,73,1,NO
8310,2023-08-25,12:59:00,2,1,3,NO
8234,2023-12-14,06:01:58,3,7,6,NO
95,2023-06-21,04:28:28,3,1,1,NO
4938,2023-11-29,12:21:22,4,73,9,NO
7710,2023-10-21,04:04:42,4,52,4,NO
6514,2023-06-29,23:06:42,2,21,8,NO
1074,2023-01-03,04:47:08,3,46,5,YES
2681,2023-03-25,13:47:51,4,32,2,NO
7681,2023-12-08,00:54:15,1,80,3,NO
6393,2023-09-06,16:02:20,4,65,5,NO
4115,2023-07-23,18:53:18,4,51,5,NO
3165,2023-05-28,00:58:06,4,49,4,NO
1814,2023-04-18,13:24:42,4,26,4,NO
511,2023-02-19,16:18:40,1,30,4,NO
3081,2023-09-15,06:45:29,1,27,6,NO
5630,2023-03-24,09:25:14,2,25,2,NO
2066,2023-02-04,15:04:23,4,45,6,NO
5607,2023-12-19,18:31:02,2,10,9,YES
6750,2023-08-07,02:41:26,1,62,2,NO
2350,2023-05-28,08:42:17,7,66,6,NO
4925,2023-02-26,04:49:17,4,3,3,YES
6094,2023-03-31,21:39:55,1,58,1,NO
4584,2023-12-14,23:58:05,4,19,1,NO
4213,2023-10-10,02:27:46,1,72,5,NO
9594,2023-07-31,21:20:30,4,46,7,NO
7186,2023-09-08,04:40:46,1,81,2,NO
3459,2023-08-08,07:53:04,2,50,4,NO
2972,2023-05-04,21:24:26,1,76,5,NO
635,2023-05-11,10:51:32,1,4,7,YES
6591,2023-12-27,15:04:41,4,20,4,NO
7791,2023-04-29,23:17:17,3,20,2,NO
1593,2023-05-19,05:17:08,4,35,9,NO
7578,2023-06-19,17:12:57,1,71,3,NO
1969,2023-10-11,00:57:55,6,23,2,NO
8998,2023-06-17,21:33:22,2,71,1,NO
5379,2023-11-08,09:16:51,2,1,9,YES
3652,2023-03-25,08:13:33,4,66,1,NO
1938,2023-12-29,17:47:56,2,21,7,NO
5441,2023-01-23,19:46:57,3,20,1,NO
783,2023-04-28,18:04:23,3,62,6,NO
2748,2023-09-20,16:28:14,2,29,8,NO
5025,2023-10-29,09:38:58,7,10,3,NO
3229,2023-11-19,16:27:22,2,29,7,NO
7730,2023-03-18,18:28:31,4,5,9,NO
5027,2023-10-04,04:36:00,4,28,8,YES
1933,2023-04-24,18:56:31,4,49,7,YES
6601,2023-06-14,13:43:06,4,30,2,NO
8002,2023-08-01,13:21:42,3,17,7,NO
3031,2023-12-28,19:15:12,6,3,7,NO
5948,2023-08-17,03:05:13,6,12,2,NO
5721,2023-04-21,05:56:59,4,75,3,NO
1076,2023-06-15,13:12:48,4,3,2,NO
1922,2023-10-21,08:01:37,2,53,6,NO
9003,2023-09-18,04:05:34,4,59,9,NO
9750,2023-07-22,13:56:16,1,47,1,NO
5568,2023-12-17,01:40:04,3,50,5,NO
1510,2023-01-04,10:57:15,5,32,4,NO
3086,2023-08-20,19:42:03,1,20,6,NO
3227,2023-06-04,23:19:41,2,16,4,NO
226,2023-07-04,06:57:12,3,66,9,YES
2989,2023-09-25,04:33:31,2,55,9,NO
81,2023-10-05,22:14:54,2,80,3,NO
8595,2023-02-20,02:41:46,2,50,4,NO
8657,2023-05-25,12:14:05,4,16,9,NO
787,2023-08-21,17:18:50,4,81,9,NO
5413,2023-01-16,03:04:37,4,51,6,NO
560,2023-06-20,04:50:40,3,25,5,NO
1180,2023-11-04,11:02:19,2,31,1,NO
1945,2023-12-28,06:42:18,4,54,6,YES
9155,2023-03-23,16:23:36,4,75,9,NO
9161,2023-01-29,17:13:34,3,54,4,NO
708,2023-06-25,17:49:30,4,52,5,NO
1500,2023-03-19,04:57:55,4,77,8,NO
3798,2023-03-01,05:43:58,2,27,6,NO
6428,2023-04-28,07:47:18,5,36,9,NO
8351,2023-05-06,22:04:35,2,38,4,NO
4305,2023-01-17,01:32:02,4,60,7,YES
2563,2023-01-07,15:07:22,7,9,8,NO
8636,2023-12-05,03:48:54,2,10,8,NO
9567,2023-10-01,21:10:57,5,46,2,NO
2569,2023-03-29,08:10:40,1,25,6,NO
6329,2023-09-30,02:12:03,6,19,2,NO
825,2023-11-24,01:24:34,3,63,3,NO
8869,2023-09-10,17:43:43,2,41,8,NO
7153,2023-04-06,09:13:52,2,55,4,NO
8050,2023-12-17,08:20:54,8,77,9,NO
9720,2023-11-14,14:44:20,4,31,9,NO
1197,2023-01-08,01:25:10,2,54,5,NO
626,2023-01-07,06:29:04,7,66,5,NO
1246,2023-07-23,19:20:58,4,54,6,NO
1259,2023-02-21,07:46:00,5,40,2,NO
5304,2023-07-10,15:56:48,3,48,8,YES
8260,2023-01-29,01:12:43,1,80,7,NO
9282,2023-10-04,00:35:23,1,16,6,NO
3012,2023-02-17,20:19:52,1,49,7,NO
1451,2023-10-12,09:24:53,2,2,5,NO
9364,2023-03-02,11:19:56,4,59,7,YES
8369,2023-09-13,19:14:08,3,71,8,YES
5105,2023-02-25,14:06:00,3,54,6,NO
9524,2023-12-10,14:06:37,1,72,7,NO
8083,2023-02-06,22:19:24,1,56,8,NO
2444,2023-06-09,02:33:09,3,43,7,NO
2073,2023-05-21,02:46:13,4,28,5,NO
196,2023-01-05,06:37:55,5,50,8,NO
7913,2023-06-07,13:58:02,2,56,1,NO
4929,2023-10-09,00:36:00,3,3,7,NO
8974,2023-07-18,17:52:30,3,62,1,NO
6112,2023-11-22,06:15:09,2,17,2,NO
1788,2023-10-31,15:16:15,4,18,9,NO
7063,2023-05-19,19:47:03,3,66,1,NO
85,2023-08-24,14:53:06,1,49,2,NO
3418,2023-03-08,06:44:22,1,17,9,NO
4342,2023-08-19,15:28:25,4,51,6,NO
3865,2023-04-24,21:20:31,4,45,8,YES
991,2023-12-24,04:12:59,3,82,9,NO
8109,2023-10-05,07:27:08,4,73,3,YES
384,2023-09-12,19:59:53,7,22,2,NO
3176,2023-02-11,16:36:24,4,10,4,NO
7509,2023-03-08,12:33:10,6,68,6,NO
9272,2023-04-14,07:45:04,3,75,4,NO
557,2023-10-12,17:14:56,1,40,9,NO
747,2023-06-20,12:39:45,3,42,5,NO
6859,2023-02-21,19:51:47,5,21,8,YES
6905,2023-07-15,18:54:50,4,1,3,NO
1507,2023-05-05,09:20:38,2,40,7,NO
8088,2023-11-04,07:46:15,3,37,4,NO
8535,2023-07-27,12:41:51,3,32,7,NO
9860,2023-01-14,01:59:19,4,16,4,YES
6621,2023-11-09,07:17:26,3,5,5,NO
2771,2023-08-21,23:47:31,5,69,4,NO
3545,2023-09-08,03:42:03,3,57,4,NO
126,2023-04-26,09:46:28,4,80,1,NO
7426,2023-03-28,17:40:13,1,23,5,NO
4236,2023-09-15,20:42:04,1,3,8,YES
5277,2023-12-13,07:02:54,2,55,4,YES
2128,2023-08-03,00:26:18,2,80,5,NO
3976,2023-07-06,07:19:37,7,58,1,YES
262,2023-11-26,12:51:46,2,28,4,NO
4654,2023-10-16,13:21:24,4,73,9,NO
6760,2023-09-15,19:07:36,2,52,7,NO
2582,2023-09-10,01:55:46,4,27,9,NO
7004,2023-04-21,08:48:39,2,38,9,NO
9141,2023-02-13,05:04:12,1,45,4,NO
5632,2023-06-18,07:40:31,6,45,3,NO
3246,2023-07-12,05:09:38,3,73,7,NO
8562,2023-07-15,22:04:01,4,43,8,NO
8603,2023-04-05,19:07:31,4,24,1,NO
3316,2023-06-09,14:15:32,2,28,4,NO
9665,2023-05-03,08:49:00,6,19,5,NO
4049,2023-05-16,07:01:06,1,33,2,NO
9675,2023-04-23,12:15:00,3,53,4,NO
3650,2023-07-29,05:11:07,4,32,1,NO
5427,2023-08-31,13:15:29,4,69,8,NO
9924,2023-11-28,00:36:25,3,16,4,NO
3963,2023-06-10,09:37:58,1,47,8,NO
4808,2023-06-05,14:10:28,2,31,1,NO
3755,2023-02-10,06:51:42,8,31,6,NO
971,2023-02-10,12:36:43,6,31,5,NO
6063,2023-02-04,01:23:26,1,52,3,NO
63,2023-01-19,01:43:33,8,28,5,NO
6766,2023-04-20,17:43:14,2,64,5,YES
2287,2023-06-11,17:36:31,4,81,2,NO
103,2023-05-15,11:34:01,4,75,1,NO
179,2023-09-14,15:36:33,1,52,6,NO
1920,2023-10-27,09:16:47,4,8,8,NO
7975,2023-05-30,11:57:31,2,43,6,NO
3796,2023-10-30,03:12:25,2,68,4,NO
6295,2023-11-17,14:08:30,4,11,6,NO
7084,2023-05-27,16:32:54,3,62,4,YES
6987,2023-03-29,16:38:33,5,38,6,NO
154,2023-04-28,00:57:28,2,19,9,NO
5566,2023-07-24,04:13:02,1,14,9,YES
328,2023-03-10,16:22:35,4,31,3,NO
7432,2023-04-03,05:30:43,1,55,6,NO
5482,2023-11-24,22:57:02,1,81,5,NO
8871,2023-10-22,09:24:16,2,19,5,NO
7244,2023-10-20,16:04:46,4,26,5,NO
398,2023-09-03,12:15:21,3,26,3,NO
8732,2023-03-17,08:07:33,3,28,4,NO
6660,2023-01-26,18:11:49,8,37,4,NO
479,2023-07-29,03:40:20,1,24,1,NO
5396,2023-12-02,20:14:17,1,9,3,NO
2603,2023-08-11,13:34:32,2,68,6,NO
7691,2023-10-07,00:58:02,2,70,4,NO
8628,2023-06-21,02:45:30,1,15,5,NO
102,2023-02-15,14:11:54,3,73,6,NO
6680,2023-03-15,08:33:10,2,20,5,NO
178,2023-08-25,02:01:56,5,62,1,NO
1319,2023-02-06,20:18:54,6,83,4,NO
3515,2023-02-01,10:24:33,4,33,9,NO
6370,2023-12-21,21:13:02,4,17,5,NO
689,2023-03-20,13:43:24,2,32,6,NO
9811,2023-11-19,22:48:58,3,74,4,YES
9642,2023-07-14,09:48:55,1,42,2,NO
7154,2023-06-24,09:17:19,5,47,3,NO
4717,2023-12-10,04:54:48,8,56,4,NO
4001,2023-11-07,19:51:17,4,28,7,NO
4286,2023-12-03,15:02:17,1,68,6,NO
1974,2023-09-10,11:15:17,1,53,3,NO
1233,2023-08-05,22:29:14,3,37,7,NO
4556,2023-01-16,01:04:30,4,53,1,NO
8958,2023-06-22,21:26:47,1,59,1,NO
275,2023-05-16,09:35:17,4,61,6,NO
4984,2023-06-15,17:14:03,1,58,8,NO
5437,2023-05-25,09:54:35,1,81,1,NO
4675,2023-05-11,19:41:25,2,59,3,NO
4128,2023-05-05,19:13:01,3,48,2,YES
3479,2023-03-01,22:36:12,5,44,3,NO
3757,2023-05-29,03:30:04,4,47,8,NO
5118,2023-07-09,05:26:41,6,29,9,NO
3087,2023-11-17,12:29:49,1,10,5,NO
1020,2023-09-24,05:28:45,4,30,5,NO
3039,2023-11-15,22:29:15,5,42,8,NO
8072,2023-06-03,06:44:10,3,81,6,NO
4117,2023-12-05,03:04:01,4,49,3,NO
7071,2023-02-19,12:49:36,1,49,7,YES
7685,2023-01-08,23:36:43,1,46,8,YES
2997,2023-09-25,17:32:36,2,79,1,NO
7064,2023-04-28,18:25:24,8,54,4,NO
358,2023-12-14,03:38:32,4,48,9,NO
4138,2023-04-09,06:59:20,3,66,8,NO
914,2023-10-08,20:45:36,3,19,8,NO
2309,2023-07-19,10:19:13,4,46,4,NO
2614,2023-06-06,03:20:26,2,56,5,NO
4694,2023-05-12,13:53:07,2,27,4,NO
2170,2023-09-12,15:06:18,3,51,3,NO
3041,2023-02-20,16:05:30,8,25,2,NO
9527,2023-09-12,16:38:14,7,25,3,YES
8144,2023-01-29,15:44:48,4,24,7,NO
872,2023-01-30,23:19:33,3,23,4,NO
6110,2023-05-16,19:52:56,1,39,2,NO
3597,2023-09-15,13:30:36,2,6,3,YES
4026,2023-04-23,03:09:11,3,72,4,NO
7279,2023-03-21,22:01:08,3,61,2,NO
7009,2023-12-04,15:11:34,1,2,7,NO
3914,2023-03-23,16:34:55,4,42,6,NO
3855,2023-07-19,11:35:03,4,12,8,NO
6545,2023-12-07,10:57:28,8,29,2,NO
8483,2023-06-17,19:40:26,2,5,1,YES
6662,2023-10-28,03:49:36,4,37,3,NO
7930,2023-01-20,15:55:44,3,83,8,NO
1776,2023-12-30,12:41:17,2,47,7,NO
8744,2023-11-08,16:41:27,3,67,6,NO
2552,2023-01-30,20:07:05,6,1,6,NO
3189,2023-03-07,02:50:47,1,73,7,NO
66,2023-11-22,07:18:38,3,3,8,NO
7673,2023-05-26,09:33:34,3,15,2,NO
5128,2023-09-06,05:14:27,4,2,1,NO
2456,2023-05-21,20:56:36,3,56,9,NO
7825,2023-05-23,00:28:52,2,44,2,NO
808,2023-07-21,12:08:29,3,2,7,NO
2750,2023-02-09,08:20:41,1,21,3,NO
6389,2023-01-05,20:46:44,5,26,8,NO
7300,2023-07-22,14:10:28,2,22,3,NO
2798,2023-03-10,04:54:39,4,34,4,NO
9855,2023-12-08,19:49:39,5,79,4,NO
8626,2023-09-29,08:03:26,8,80,5,NO
7580,2023-01-17,04:16:24,2,77,1,NO
566,2023-02-20,12:24:52,8,30,8,NO
9012,2023-06-30,06:23:39,1,48,8,NO
8464,2023-04-27,04:15:25,4,59,7,YES
3699,2023-03-13,03:23:57,1,58,4,NO
7208,2023-06-28,16:45:53,3,77,4,NO
736,2023-05-21,04:22:16,2,20,3,YES
4751,2023-10-02,13:24:10,7,27,1,NO
1641,2023-01-03,14:25:24,1,79,3,NO
2512,2023-03-19,22:15:06,1,65,2,NO
6917,2023-11-25,18:07:18,1,36,8,NO
5451,2023-07-15,14:03:30,3,40,2,NO
6175,2023-01-18,22:09:47,3,73,1,NO
8216,2023-10-03,15:00:24,2,24,9,NO
8299,2023-02-04,10:36:32,2,51,5,NO
5517,2023-06-25,01:32:13,2,2,2,NO
5198,2023-07-13,17:56:14,1,59,2,NO
1272,2023-05-28,01:51:32,4,36,5,NO
662,2023-10-17,09:41:13,2,82,2,NO
9947,2023-05-04,09:15:19,1,55,4,NO
6028,2023-07-30,00:08:07,1,61,7,NO
8132,2023-02-24,08:17:06,2,70,4,NO
2578,2023-12-24,13:08:48,3,2,9,NO
8806,2023-12-07,00:05:55,3,3,4,NO
590,2023-09-08,22:28:45,2,51,1,NO
8590,2023-04-25,13:15:40,1,52,9,NO
7656,2023-12-30,08:38:20,5,33,1,NO
429,2023-09-04,02:58:42,8,51,8,NO
8504,2023-11-12,13:25:20,3,33,4,NO
7051,2023-11-04,07:53:34,1,34,5,NO
4188,2023-11-01,23:44:03,2,44,9,NO
4714,2023-04-04,02:25:55,3,81,8,NO
3065,2023-04-24,17:05:29,3,55,9,NO
352,2023-01-06,08:10:03,1,49,4,NO
8956,2023-03-02,09:14:21,1,66,3,NO
1345,2023-11-11,14:04:07,4,3,8,NO
497,2023-02-10,01:29:21,1,54,7,NO
185,2023-01-09,10:21:44,3,79,6,NO
5762,2023-04-02,04:49:58,1,34,8,NO
5837,2023-04-20,22:29:09,6,73,4,NO
5309,2023-09-26,00:26:43,2,33,3,NO
7482,2023-11-19,22:58:08,4,18,9,NO
2856,2023-01-08,15:17:10,2,65,2,NO
5471,2023-03-08,16:19:59,7,45,5,NO
3481,2023-11-14,23:56:33,2,66,1,NO
3488,2023-12-22,07:57:37,2,11,8,NO
4386,2023-08-29,03:49:40,4,54,7,NO
7635,2023-02-20,12:53:26,4,82,2,NO
9664,2023-04-02,19:22:28,3,47,5,NO
9909,2023-10-13,21:55:14,7,65,6,NO
6712,2023-07-17,08:12:32,4,57,7,NO
7973,2023-07-01,08:05:56,2,40,1,NO
2493,2023-04-30,14:54:46,2,19,3,NO
7021,2023-08-31,00:15:38,6,9,4,YES
7193,2023-09-05,19:28:39,1,44,8,NO
246,2023-08-09,20:32:14,2,14,2,NO
8271,2023-07-19,22:30:14,2,77,8,NO
3397,2023-07-20,02:26:30,5,8,3,NO
6833,2023-08-31,14:05:31,1,74,2,NO
5262,2023-09-05,02:29:52,1,22,2,NO
1454,2023-01-20,03:58:27,1,45,2,NO
6313,2023-10-25,02:43:42,3,66,1,NO
5290,2023-12-13,19:06:10,7,74,1,NO
6348,2023-06-11,17:36:47,6,38,4,NO
3591,2023-11-15,16:13:19,6,2,2,NO
215,2023-01-11,18:36:13,6,27,6,NO
1582,2023-09-24,05:50:49,2,79,3,NO
2067,2023-02-25,07:04:42,3,6,4,NO
2194,2023-06-15,20:04:24,4,36,1,NO
4911,2023-12-09,23:36:24,2,71,7,NO
5453,2023-01-05,04:18:05,2,52,8,YES
167,2023-09-19,05:55:46,4,49,7,NO
1453,2023-11-27,09:09:26,4,19,8,NO
814,2023-01-19,03:55:02,1,29,7,NO
2696,2023-11-02,23:07:28,4,46,4,NO
438,2023-08-16,02:03:40,8,4,6,NO
4665,2023-12-18,02:17:52,1,31,5,NO
5917,2023-05-04,18:02:29,6,43,1,NO
7195,2023-06-19,09:10:02,4,22,6,NO
2716,2023-08-31,22:57:31,3,20,3,NO
4783,2023-04-04,05:01:46,2,63,6,NO
6090,2023-08-13,08:02:56,1,57,3,NO
3575,2023-05-03,15:58:27,1,13,8,NO
3846,2023-10-24,03:20:09,2,14,8,NO
614,2023-10-11,21:15:06,7,37,1,NO
2953,2023-10-06,01:42:55,6,78,9,NO
7640,2023-12-16,21:46:38,2,25,5,YES
6147,2023-02-09,14:37:31,3,71,8,NO
3269,2023-03-11,14:18:02,4,59,4,NO
988,2023-11-05,16:17:47,4,55,7,NO
9113,2023-05-18,10:35:47,2,80,6,YES
1767,2023-01-13,07:21:46,2,26,2,NO
5359,2023-02-11,07:34:37,4,1,9,NO
6996,2023-03-10,14:46:47,3,9,3,NO
6623,2023-02-04,23:55:37,3,59,9,NO
9173,2023-01-17,16:42:12,3,36,4,NO
5512,2023-11-02,20:26:29,6,23,8,NO
5292,2023-03-10,20:32:41,7,33,8,YES
4890,2023-12-26,22:29:57,6,63,5,YES
601,2023-04-02,03:20:14,2,32,8,NO
5509,2023-11-15,08:32:27,2,4,3,NO
1671,2023-03-13,17:30:24,4,17,4,NO
3097,2023-08-24,13:00:24,1,62,7,NO
8983,2023-11-08,04:46:42,4,73,7,NO
3676,2023-07-06,17:57:57,4,78,7,NO
8945,2023-06-16,04:48:12,1,1,5,YES
5669,2023-10-27,14:33:28,4,22,9,NO
8814,2023-06-03,14:18:56,5,49,4,NO
894,2023-12-26,16:48:38,1,78,4,NO
7668,2023-10-01,07:37:45,1,13,5,NO
7214,2023-04-11,07:37:42,3,77,3,NO
4857,2023-11-25,21:34:38,2,56,9,NO
5133,2023-10-11,07:41:03,1,27,5,NO
9583,2023-07-09,09:34:26,3,25,2,NO
8554,2023-06-07,19:54:00,3,60,9,NO
8587,2023-06-24,09:24:38,4,3,2,NO
9651,2023-06-25,20:20:40,3,62,7,NO
8410,2023-12-09,14:21:43,1,39,6,YES
2139,2023-08-22,12:55:35,3,69,1,NO
5694,2023-05-05,10:43:21,8,31,7,NO
5070,2023-02-23,23:42:51,7,29,6,NO
3572,2023-06-06,23:24:09,7,78,9,NO
1508,2023-10-25,21:40:44,2,44,3,NO
3370,2023-10-23,14:04:29,4,75,3,NO
859,2023-07-27,02:09:51,1,9,9,NO
3287,2023-02-26,09:57:36,6,58,8,NO
3735,2023-05-30,02:09:46,1,56,6,NO
8725,2023-04-08,08:22:41,3,52,7,NO
7967,2023-04-13,11:46:42,8,58,7,NO
1267,2023-10-04,17:34:57,2,42,7,NO
5114,2023-04-15,06:16:24,7,75,4,NO
4393,2023-12-27,23:37:42,2,74,1,NO
7265,2023-07-12,01:39:13,2,83,7,NO
1712,2023-11-22,03:48:17,3,44,1,YES
5723,2023-10-07,05:19:27,4,33,6,NO
9589,2023-02-23,08:41:40,2,78,5,NO
976,2023-09-01,03:18:58,4,17,5,NO
9650,2023-08-24,12:38:07,8,54,6,YES
4924,2023-11-14,02:55:09,4,73,9,NO
6617,2023-03-11,11:41:45,2,34,5,NO
7126,2023-02-02,23:19:28,3,49,9,NO
9755,2023-04-18,19:13:43,1,26,4,NO
1211,2023-07-20,01:23:35,3,60,1,NO
1126,2023-09-06,11:45:32,2,30,9,NO
3117,2023-02-10,21:40:16,1,81,8,NO
4376,2023-10-25,00:27:12,1,47,7,NO
2483,2023-09-01,11:32:29,4,23,4,NO
4844,2023-09-22,12:52:42,2,13,6,NO
6678,2023-02-04,16:54:22,2,81,5,NO
7487,2023-05-28,05:06:44,4,67,7,NO
3238,2023-02-27,03:33:05,2,60,3,NO
7563,2023-09-27,12:24:28,1,33,1,NO
9303,2023-12-21,18:28:30,1,21,1,YES
7437,2023-07-16,11:53:26,2,25,5,NO
1549,2023-12-12,04:35:06,1,52,5,NO
3224,2023-01-07,06:09:49,4,30,9,NO
5036,2023-03-17,15:04:09,1,27,7,NO
7624,2023-09-23,07:41:15,1,29,5,NO
6453,2023-10-30,14:27:02,2,49,8,NO
1923,2023-03-30,16:52:02,2,36,1,NO
1422,2023-12-23,09:32:17,8,31,7,NO
4302,2023-12-05,06:15:56,2,42,4,NO
1279,2023-03-20,02:15:53,4,55,4,NO
1966,2023-06-26,08:56:37,3,6,4,NO
6547,2023-06-05,02:27:18,6,70,5,NO
6151,2023-04-14,04:58:13,2,27,7,NO
379,2023-06-20,11:36:58,5,42,1,YES
8334,2023-03-10,23:19:40,2,77,5,YES
470,2023-10-15,06:12:22,8,25,2,YES
8580,2023-04-30,23:03:24,1,23,9,NO
2082,2023-08-15,11:37:25,4,51,8,NO
948,2023-10-23,00:17:15,8,81,4,NO
1333,2023-10-22,20:27:19,7,26,8,NO
1962,2023-03-26,21:19:35,8,75,2,NO
1232,2023-07-11,11:39:25,5,49,1,NO
9544,2023-03-21,06:50:39,7,17,7,NO
3861,2023-12-03,19:58:52,1,73,4,NO
6904,2023-03-25,13:33:07,1,21,7,NO
6250,2023-04-05,19:36:44,4,49,7,NO
8349,2023-09-08,18:59:39,5,58,9,NO
6018,2023-11-13,04:40:15,3,19,5,NO
6519,2023-05-17,10:41:39,4,57,1,NO
5536,2023-12-11,20:36:38,3,23,9,NO
9864,2023-04-06,13:34:09,2,59,9,NO
4886,2023-05-31,10:04:42,5,50,5,NO
4136,2023-08-18,13:32:37,4,22,7,NO
2901,2023-07-23,14:21:47,4,15,6,NO
5947,2023-01-17,08:06:25,1,17,5,NO
4755,2023-06-11,14:50:39,2,21,1,NO
7827,2023-11-24,22:22:41,8,76,1,NO
4789,2023-05-13,09:17:54,2,30,2,NO
1141,2023-01-22,23:45:26,8,24,7,NO
5201,2023-08-07,12:11:27,4,44,8,YES
2956,2023-08-18,15:53:57,4,43,1,NO
588,2023-06-22,23:38:02,2,23,6,YES
7113,2023-06-29,17:07:26,1,38,9,NO
4518,2023-06-16,20:46:44,4,82,1,NO
8339,2023-09-14,16:22:58,2,64,8,NO
8894,2023-10-26,15:35:32,5,30,9,NO
1217,2023-05-24,17:33:44,3,65,1,NO
8096,2023-04-28,08:23:57,8,75,2,NO
3394,2023-05-10,14:21:29,1,77,4,NO
832,2023-11-02,19:08:16,1,46,4,NO
9219,2023-04-19,01:29:38,8,42,1,NO
3626,2023-12-03,02:21:10,1,59,9,NO
2816,2023-03-12,06:34:18,5,44,9,NO
4164,2023-05-19,18:57:55,3,67,5,NO
864,2023-04-02,21:59:19,7,38,6,YES
8846,2023-12-14,22:17:08,2,36,2,YES
4463,2023-04-24,17:56:00,4,33,1,NO
956,2023-12-25,00:34:13,4,2,8,NO
782,2023-07-21,06:27:29,3,17,2,NO
3727,2023-12-10,21:33:36,3,68,4,YES
6159,2023-03-25,18:03:11,2,30,1,NO
9494,2023-09-07,14:24:06,4,60,5,NO
5654,2023-09-01,01:49:11,5,28,2,NO
293,2023-10-04,13:46:04,3,47,1,YES
8042,2023-07-12,01:50:57,4,58,9,NO
4742,2023-05-05,18:55:09,7,26,1,NO
1901,2023-01-20,05:25:21,4,81,5,YES
1689,2023-11-05,03:33:26,4,62,5,NO
6286,2023-02-16,23:03:53,8,32,1,NO
4338,2023-08-08,14:45:15,3,44,1,NO
1747,2023-12-10,17:50:36,2,68,8,NO
8734,2023-02-15,18:29:24,2,38,8,NO
5138,2023-06-14,00:20:43,3,26,6,NO
1228,2023-10-29,17:44:11,4,7,6,NO
4618,2023-10-25,01:56:04,4,62,3,NO
5005,2023-11-20,12:27:08,4,49,3,NO
3665,2023-06-17,05:06:14,3,33,9,NO
6972,2023-12-02,17:55:17,2,43,1,NO
3551,2023-03-14,20:14:34,6,54,6,NO
3429,2023-08-25,09:04:22,2,21,8,NO
9220,2023-08-27,18:36:47,1,68,2,NO
7807,2023-08-25,03:21:36,3,76,7,NO
9120,2023-03-28,17:29:25,1,69,1,NO
4549,2023-12-28,21:13:33,8,25,1,NO
7048,2023-07-13,05:31:32,2,60,7,NO
5146,2023-12-17,20:59:05,3,68,3,NO
3253,2023-10-21,23:58:41,1,75,5,NO
1649,2023-03-31,14:28:06,4,81,6,NO
9390,2023-10-10,01:33:53,8,51,9,NO
5780,2023-02-15,09:22:22,1,3,7,NO
3875,2023-01-29,08:32:58,5,4,9,NO
7565,2023-08-20,21:21:43,4,23,8,NO
7602,2023-05-16,12:31:05,4,2,4,NO
1522,2023-07-13,11:45:40,1,23,7,NO
65,2023-03-16,02:56:51,1,1,3,NO
7017,2023-03-24,21:21:28,4,35,1,NO
4605,2023-08-06,02:17:29,1,7,9,NO
9922,2023-12-07,05:14:55,4,20,2,NO
6497,2023-10-07,19:44:35,1,41,3,NO
7304,2023-10-16,18:35:26,4,11,8,NO
4641,2023-01-22,08:35:26,2,44,6,NO
7164,2023-09-08,06:04:21,4,34,1,NO
6884,2023-08-07,13:38:26,4,6,6,NO
7891,2023-10-03,17:40:04,6,39,5,NO
6240,2023-09-15,03:26:54,4,7,9,NO
5331,2023-02-28,05:29:47,2,25,1,NO
7115,2023-12-02,18:38:23,2,2,3,NO
933,2023-05-09,23:20:23,4,15,3,NO
594,2023-11-02,06:30:17,4,24,5,NO
1775,2023-01-16,16:15:37,2,44,8,NO
8786,2023-08-03,13:01:52,8,47,8,NO
3378,2023-08-25,06:22:37,2,65,9,NO
5260,2023-11-12,14:11:52,3,75,8,YES
8951,2023-02-14,21:40:16,3,46,2,NO
2431,2023-10-14,09:53:33,2,54,8,YES
9866,2023-01-13,20:32:15,7,44,4,NO
9296,2023-05-25,09:15:33,4,25,9,NO
3922,2023-11-17,14:08:39,2,77,2,NO
6356,2023-12-24,17:38:15,7,60,9,NO
6206,2023-07-23,08:13:02,2,63,1,NO
2167,2023-07-15,10:01:30,4,15,3,NO
1120,2023-08-08,09:24:20,1,13,1,NO
9182,2023-09-13,04:06:30,4,13,9,NO
8718,2023-06-08,19:17:41,4,38,3,NO
8121,2023-07-23,05:40:24,4,67,8,NO
1521,2023-09-22,21:36:36,5,44,3,NO
9874,2023-05-06,15:55:29,5,46,8,NO
7309,2023-11-08,06:44:59,3,56,1,NO
1290,2023-05-20,05:23:15,1,63,8,NO
