coffeeshop_name,coffeeshop_url,rating,title,content,ReviewType
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,Beautiful place,"I like this place, everything is delicious, thanks to Zaur for the excellent service, it makes me want to come back again!",positive
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,cozy and tasty,"One of my favorite places in the city. I especially like the branch in Port Baku. The service is one of the most ideal in the city, there are no words to say about the cuisine, delicious as always",positive
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,3,We won't go again,"We were at the branch in Caspian Plaza on the evening of November 19th.

The child was brought a terrible french fry - rancid product!

There was no administrator, they didn’t even remove the spoiled dish from the bill.

The order made by adults was delivered much earlier than the order made by children. As a result, the child ate the adults’ food, and when they brought him a burger, there was no need to...

There is no understanding of service in the establishment.",negative
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,super,Today we visited the branch at Caspian Plaza. I had a nice time. Thank you very much to Alirza and the whole team.,positive
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,Lunch at Paul,"Everything is super, quick discussion, tasty and good price, waiter Kamran is very helpful and attentive",positive
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,Very good service,"We were very pleased with the level of service and professionalism provided by your colleague Nərgiz in your restaurant in Caspian Plasa.
Unfortunately, you have a colleague.",neutral
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,Adventures,"Today we visited a branch at a shopping mall and we were served by a waiter named Rufulla and we really liked his service, he was very polite and pleasant, he recommended delicious drinks, I will come back more often.",positive
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,"Delicious breakfasts, interesting menu",There are very few good establishments in Baku. This establishment has distinguished itself in a pleasant way. The food is delicious and the portions are decent. Prices are the same as everywhere else. I liked the service,positive
PAUL,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-PAUL-Baku_Absheron_Region.html,5,Super👍🏻,I find it beneficial to taste the new menu. The service is at a high level. Special thanks to Mr. Zaur! 👍👍👍,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Entree Az full of sandwiches and salad,"When I arrived at the cafe, I was surprised by the full selection of sandwiches, local foods, and pastries on offer. We sat upstairs—the space is small and cozy, with low ceilings and big windows that let in lots of natural light.

I ordered an oat sandwich with chicken, caesar salad chicken and cheese, croissant sandwich with salmon, plain croissant…and coffee. The menu is satisfying but not overwhelming; there's something for everyone here.

Overall: great food, good prices and excellent service!",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Great Service,"The quality of coffee, salad, food and desert is really great, and what is even more important is the high level of service.  The smiles and willingness to serve by all team especially Aynura.  Aynura is very passionate and serving with love to satisfy all customers, I admire her high level service and smiles all the time.  please maintain this positive attitude.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Entrée Az,"first step in the cafe, i was surprise by full selection of sandwiches, local food and pastries, we was sitting at top floor. 

What i like the most is the oat sandwiches with chicken, caesar salad chicken and cheese, croissant sandwich with salmon, plain croissant and the coffee. 

Overall the menu is satisfied but the space quite limited.",neutral
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,2,We do not recommend this branch for today .,"We used to come a lot, but we're not going to do it anymore. Usually we take sets with our spouse. This time very terrible , she took with sausage and I with boiled chicken , reduced 2 times the minimum composition and raised the price 30% ( 14azn > 18azn ) on two gave 36azn . My wife was eating tomato bread, I'm even worse. The wife approached the seller but she said “I don’t know 

Didn't like it, rather this filly won't go again )  

Na vs. Akhundovsky Kindergarten . 👎",negative
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,2,This review is about the entree,"This review is about the entree in fountain square. As it doesn’t have a page to write a review. 
Was In today. My wife is azeri and she ordered (what we thought to be) 4 chicken pastry, 2 meat and 2 potato. Because that was it said on the little black signs in the front of the glass cabinet. 
However, when we got home. The chicken ones were mushroom. The meat ones were potato and the potato ones were chicken. 
The signs were wrong and the guy serving did not know the difference between each of the products he sells. And he has been there for a while. 

Now. Entree is pretty good usually. But today was the typical standard of service you get in Baku. Overall very poor service culture here. 

Also on a side note. I got a black roll with chicken and sun dried tomato. Why oh why do they feel the need to put dill in absolutely everything in this country. It’s disgusting. 

Croissants were very good as Usual so not all bad 😁",negative
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,1,Bad hygiene,"The food is served ready in plates without any coverings on top🤨 it is better if you put them down under the glass as clients come close to the desk, breathing, sniffing right in the direction of food which is unacceptable for a nice cafe, due to many viruses in the air. It is anti sanitary, it is not hygenic, and must be fixed asap!",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,1,Entree Samed Vurgun…….. TERRIBLE,"Visited Entree in Samed Vurgun Residences. Firstly it was obvious that the girl serving did not want to be there, very unhappy person. I asked for still water and was told there is only gas water. I asked if they served soup and she said “no”. The person pointed out to me there were 3 bowls of lentil soup on the counter that could have been heated. Finally I got a tuna and bean salad that was so salty it was inedible..,….I won’t be using Entree again anytime soon",negative
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,1,Worst latte,The worst latte i have ever had in my life. Somerhing wrong with their coffee machine or the cheapest coffee they buy to brew drink. Never ever will order coffee from them,negative
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Best bakery.,"Never hesitate if you wish to grab a coffee and croissant for your breakfast, moreover every morning they make fresh sandwiches and breads.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,2,"bad experience with entree baku torgovaya, nigar rashidbeyly 26 G","chicken sandwich with bones inside, khachapuri not fresh and old and sour cheese inside. very disappointed",negative
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Perfect breakfast place!,"Tasteful and value for money breakfast options, coffee and juices for everyone. Service is very polite also.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Breakfast place,"Good breakfast, but still could be better for the price.

The place is clean and welcoming. Staff speaks english",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Good place to grab a croissant,Good place to grab a croissant sandwich and coffee. We had breakfast in the morning. It’s a self service bakery with smiling faces and good service. It was very clean. The only missing thing all around Baku coffee shops is filtered coffe as Azeris drink and serve Americano instead.,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Excellent food as nice service,"I enjoyed my Salad and they have lovely cakes and bread.    I will certainly go back many times.   Fresh Orange juice on request.

Service was helpful and with a smile.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,The real french breakfast,"If you like french breakfast with croissants and coffee, you should definitely have a breakfast there. I mostly like the one in the 28th may area, however you can find one branch in Tarqovaya zone as well.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Love it,"Great little bakery with good quality food. Loved the pastries, chia pudding and honey cake. Absolutely worth a visit.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,3,falling standards,They don't always have what the menu claims but don't tell you until after you've paid (e.g I ordered a Continental Breakfast which should come with a roll and butter but no butter was available)- Over the years they've also reduced the quality of what is available in the set menus without changing the description of what is on offer [e.g. the menu says one can choose from a selection of French or Georgian viennoiserie but the selection has steadily diminished significantly from what it was three years ago].,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Idyllic little bakery,"I loved this place since i have a special attraction to bakeries and patisseries. Their desserts were delicious, baking was crafty and the ambiance was calm and cool. Very few places in Baku serve good cappuccino and this is one of them.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,nice honey cake,"i was there with my friends and ordered honey cake, it was very taste..
if you decide to visit entree you have to try this cake",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Teystiii,"One of my favorite places in Baku. Been there several times with friends, with colleagues. Always liked the meal. Everything is fresh, newly made. Croissants are specially delicious. The taste can be compared to croissants made in France. Everything, from taste to service is great. Recommendable!",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Great breakfast place,"Entrée is a great place to have a healthy breakfast in Baku. We visited the place couple times and received very good service and very good food. The staff was very attentive (we even received some goodies as a thank you for being loyal customers) and tried to help us by providing customized sandwiches, bowls etc. as one of us was vegan. The selection is very wide, the food is tasty and the place is very nice. It is very difficult to resist the bakery as all the desserts look amazing and taste very good. Plus they have vegetarian and vegan options. Can only recommend this place.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Entree on task,"This is an excellent friendly establishment. The food is various, tasty and quite simply to die for. This is a must when I am in the locale. Try it you won't be disappointed.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,great option for breakfast,"a great option for breakfast, pastries, fresh juice and good coffee. Coffee and a pastry for 5AZN. The staff are friendly and speak English.

The cakes looked amazing but didn’t get chance to go back.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Best Place,"The wide range of deserts and food options makes this place a dream. If you don't where to eat, this is a place to go. Everything is fresh, and I like that they added healthy options for desserts and lunches. The gluten-free desserts are so good and delicious. They also sell bread, as well as gluten-free. The place is comfortable and has french style to it. If you want to taste french deserts and just fell yourself in Paris, this a great place to go. Also, the staff is friendly and help you with everything. They speak unless in 3 languages; Russian, Azeri and English.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,The only place for quick breakfast,"We love to visit this place, They offer excellent croissant filled with chocolate/vanilla/cottage cheese. Price are reasonable, they have in the mornings nice breakfast packages. Highly recommended.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Wide Healhy lunch options,Both locations are very sucessfully selected . Yes they have the best curoassants in Baku . But they also have wide selection of healthy soups and salads . I ordered salmon salad and lentil soup and did not regret . Lentil soup is the best i had last 3 years . Prices and portions are quite reasonable . Service is self service . Cleaning perfect . Love the staff as well,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Paris in Baku,"On a recent  trip to Baku I stumbled upon this small bakery-café serving European dishes as well as light meals ideal for a quick lunch. Having returned several days in row I was especially fond of the apricot croissant which felt as if we were in Paris.

Light meals at Entrée include salads, sandwiches as well as freshly-squeezed juices etc. 

Would highly recommend Entrée to anyone wandering around Nizami pedestrian area (there are several branches).",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Lovely and cosy,Small but cosy place  good to go with kids . The best curoassant served in Baku. Staff is nice and not annoying. I would say the best self service cafe in Baku,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Best Cheesecake,"Deserts are really tasty although the prices are not reasonable. Being a small place is a disadvantage. The newyork cheesecake is the best, should be tried.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,👍,"My lovely place! Love kruasans and sandwichhes, black and green tea. Quite and interesting place with free wi-fi.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Nice cosy place,"Would recommend it as cosy place to visit if you want to dream of something. Nice warm interior. Service is fast and good. French bakery released the way you enjoy it. Coffee is the best in city. I came to such conclusion after comparison made. Prices are a bit too expensive, it is customer selection tool. Buy bread  - highly recommended for everyday use.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,lovely place,"lovely place. a perfect place to have some food, drinks and amazing deserts. has a few locations and the prices are affordable",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Amazing Tea and Pastries,Good atmosphere with plenty of options in the menu. Tea and pastries are amazing and priced reasonably.,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,"Good quality, honest prices","Cappuccino, sweets ...all made in house fresh. Pleasant ambiance and nice staff. Can pay with cards ... very rare in Baku. Thank you.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Birthday in French Style,"I celebrated my 20th birthday here. I really enjoyed this place, especially because my birthday was on Sunday. I fell in love with this place and the atmosphere in the cafe. It has a very comfortable atmosphere and nice background music. Also, the service here was just great, they spoke Russian and were very helpful. I had an Americano and a chocolate muffin. Which was very delicious and the coffee was great. They have upstairs seats. The prices are very affordable and the quality of food is great and everything is fresh. I totally recommend this place to everyone.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Super coffee and pastries,"We visited this shop more than once while in Baku.  The atmosphere is very western and the choice of cafe food, just superb.  the coffee was good and staff friendly.  When we saw the chain again in Tbilisi we didnt hestiate and visited again.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Absolutely love it 💖,"Very lovely atmosphere, soft music, tasty food and grapefruit juice really added the punch to my breakfast!",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Nice bread,"Nice bakery, to stop by and grab some sandwiches croissant and bread. They make nice wholemeal bread at reasonable price.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Sweet and good,"Test it and enjoying from your croissant 
It is so delicious whit juice 
I love it 
If i come to baku agian i go to this place",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,No pasta or pizza,"Entree is excellent. Love the salads and one of the only places in Baku you get proper sandwiches. But today we asked for 2 pastas as there was the menu in the wall. Only to be told 'sorry. We don't do pizza to pasta anymore' mmmm take the menu of the wall then..... typical Baku. Trying to make things look better than they are. 

My roll was braw though and I will defo be back 

Cheers.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Quality for reasonable prices,"This is one of the go-to places when I am looking for a place to have breakfast, snack or have some dessert with coffee or tea. Breakfasts are generous. For example, for just 10 AZN (but only till 11:00 AM) you get a lot: an omelette or sandwich, fresh juice, french or georgian pastry and a hot drink of your choice. All delicious. 

They have a good selection of pastries and desserts which I would definitely recommend to try.

Salads, sandwiches, yoghurts are also good.

Staff is always friendly. 

The only bad thing about this cafe is that sometimes service level badly differentiates in some branches. My favorite ones are Entree 6 Parallel and Entree Akhudov Park.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,3,Not satisfying,"High prices, nothing special to eat. Most of them are small sandviches of which prices are unreasonable.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,cool place to be visited!,this restaurant has very comfy atmosphere. very good place to visit for couples or families. Service is also good and value of the price is reasonable.,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Bakery,"French bakery in the heart of city. Service is good, as well as croissants and danishes. Nice place to have a coffee and pastry.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,"Love these restaurants, high quality bakery products","nice atmosphere, good service. very good for breakfast, lunches, coffee breaks. Fresh juices are served, bakery is very good",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,The best croissants in Baku,"... the best!
Real croissants made with butter not margarine. Decent coffee. Excellent place to go in the morning and relax while watching people on fountain square. Some sandwiches and desserts here also.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Best bakery shop at Azerbaijan,"I think that this is best bakery at Azerbaijan, because they have full production cycle. Other bakeries have Deep-frozen foods and just thawed and warmed foods.

I prefer the croissants, coffee americano and freshes for breakfast. Also you can taste the cool best sandwiches in Baku.

About the breads - here is best range of breads in Baku - provance, ciabata, rye bread etc.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Very nice place,"I saw the pictures before going to Baku, and I wanted to try something from this place, then I realize they are all over Baku, and well the food, breads , desserts are great. I would love to try more.

I would recommend Chicken wraps and french macaroons",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Bit of France in Baku,"This is a delightful French cafe in the centre of Baku, fresh bread, salads, sandwiches and pastries fresh daily, This is a very relaxing place to sit and enjoy at any time of the day, the staff are friendly and courteous, I recommend a visit to give it a try",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Wonderful BREAKFAST,"never mind the bad reviews , it is one of the most frenchy cafe in Baku , at first , the smile and greetings with the wonder of french baking , and the sandwiches that your mouth start watering at the first glance , well we had a problem in choosing what to have for breakfast ..well you better go to Entree cafe and experience it",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Handy for a quick coffee and croissant,"Great service and really nice coffee with a good variety of cakes, bread and delicious croissants and sandwiches, good service, free wi-fi and comfortable seating....always very clean...and none smoking and child friendly....",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Great French bakery,This chain have a few places in Baku. The food is delicious. It is more of a bread sandwich cafeteria with delicious cakes and pastries. Welcoming friendly staff and inside have a great seating area and is spotlessly clean. The prices are average for Baku.,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,3,good but a bit pricey,"just a patisserie to get nicely baked croissants and pain au chocolates... drinks are also good. but nothing is great. sandwiches are a bit prices.
breakfast combos are ok.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,"Great food, atmosphere and wi-fi )","A French boulangerie (bakery) - type place, great for light breakfasts, also has salads and some other food. Works from 8 am which was very useful when we arrived at Baku railway station very early. When we came in for a breakfast and chose a pastry and a hot drink, they showed us that there is a ""light breakfast"" menu option where you pay less for the same things - so you gotta read the menu boards for deals, or ask them - they are very helpful. The wi-fi signal is good, bathrooms are big and clean. The place is great for family brunches, dates and short business meetings, in my opinion.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Great Place for coffee and pastries!!,"Great Place, small, fresh, great service, they have pastries and many types of croissant.. great espreesso. It is defiantly a good place foe desert coffee a break from walking at the promanade or breakfast. They also serve sandwiches.
Try it if you walk around...",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Nice place for coffee and pastry,"Nice place to have a good coffee and some pastry, good local stuff. Real friendly staff. Nice atmosphere.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Nice and sweet,"Affordable and tasty. A good place of you want to have tea, coffee with a big selection of deserts. Service is one the high level. Will come back here.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,for those who value healthy lifestyle,"These cozy premium class cafes offer variety of Healthy food and simply charming atmosphere to visitors. Organic Fresh bread, French viennoiserie, Good authentic Coffee, homemade pasta, sandwiches & Fresh superfood salads are made here by French and Italian chefs throughout the day, using the best organic seasonal ingredients without any additives. 

 Authentic products to take-in or take-out smart in convenient recyclable packaging, promise to keep you feel amazing from breakfast until supper.

Company management mainly consists of French technologist, who were specially invited from south of France to guarantee the best quality food made by hand in front of customers eyes on daily basis.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Super!,"Very tasty and healthy products, real pleasure to find such a quality for such a price!  Уютное место, вкусная еда, замечательная обстановка.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Best bread,"I'm now buying all my bread here. It may be slightly more expensive than other places, but it's worth the extra. Helpful, friendly service.",neutral
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,3,Fine place,"Just visited this place. Ambiance is very nice and calm. Songs in the background are delightful. Staff is not that qualitative but ok. They didn't recommend me a breakfast menu which could be cheaper for me instead of what I bought. Chicken wrap sandwich is tasty but could be lighter. Prices are expensive but in the comparison with the market, it's quite normal",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,3,Service needs development,"Great atmosphere, nice place to study or for a discussion (not if someone decides to bring their infant along). But service could be a lot better; every time I go in I see people waiting in a queue for a long time which becomes exasperating as it forms a habit.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Really nice place,"Entree is very nice place. Everthing is great, service is also super, advice everyone to vizit, you will come again and again",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,3,"Reasonable food and coffee, slow service , very slow Internet.","Popular place for young set but food etc only average.Disappointing overall. Slow service, food bland.",neutral
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Excellent patisserie,The patisseries taste just like in France. The place is a Baku diamond. Please support it by going there. We need more Entree across the city.,positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Very nice place,"When I go to Tbilisi, I always visit Entree, but I did not know that there is Entree here in Baku. When I saw it, I was very surprised and happy.
Whatever I had there, I really liked. They have very nice place. I also liked their service.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Terrific deli and patisserie,"What an amazing surprise to find a lovely patisserie/deli on a side street in the heart of Baku.  Freshly prepared meals, such as full breakfast, and hot sandwiches are available all day as are pre-prepared sandwiches, wraps, salads, etc.  Then there are the breads and sweets!  Oh my, how fresh and tasty they are.  Croissants, baguettes, brioche, and more.  If you like take the time to watch them being prepared in the open bakery.  
The pastries are beautifully presented in a full glass case--eclair, macrons, tartes, cakes,  and the list continues.  Chose your heart's desire and add fresh coffee or tea an then move to one of the private tables to enjoy this small feast.  There is only counter service, but the seating area is lovely and can be quiet, although I've been here when it was standing room only as well.  Several employees speak adequate English so if you are not an Azeri or Russian speaker English will get you what you want.  A truly lovely place to visit and enjoy",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,French style bakery in Baku,"This is very lovely small cafe in Baku , where you can enjoy very good coffee and croissant. They also offer different kind of patisseries and bred. The staff is very friendly and can advice you, if you challenged with the variety.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,"Great coffee, bread and pastries","There are several branches of Entree in Baku.  I've used two of them.
I think they provide the best croissants and pain au chocolate in Baku.  Fresh and authentic.  The bread and baguettes are good too.
A good place for coffee, breakfast, or something to take out.
Thoroughly recommended.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Best coffee shop in Baku,"Definitely the best spot for a cup of coffee in Baku.

This place has everything: friendly staff, great atmosphere, delicious coffee, fresh pastries, competitive prices. Each branch is normally filled with expats.

Our favourite branch is on the Fountain Square. Staff is always warm and polite. Elvin and Sabina have made our visits extra special.

Entree also offer breakfast deals (I think until 10am on the weekdays). You can get a pastry and a hot drink of your choice for 4 azn. And for 10 azn you get an omelette, freshly squeezed juice, pastry, bread with a selection of jams and a hot drink. Some of the staff forget about breakfast promotion and might charge you full price, so make sure you remind them that it is a breakfast deal.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,5,Thank you for coming to Baku,"Entrée is a gem. It is a Georgian bakery and most importantly has a really nice atmosphere. No smoking, quiet, friendly, calm. They have fairly good quality food including breakfast and lunch. Highly highly recommend.",positive
Entree Az,https://www.tripadvisor.com/Restaurant_Review-g293934-d7116764-Reviews-Entree_Az-Baku_Absheron_Region.html,4,Good coffee and baked goods,"Good quality coffee and pastries. Nice selection of European breads, sandwiches and pizzas. Very good service with a clean, simple but loud atmosphere.",positive
